X;Y;Z;Classification;R;G;B;NIR;treeID;Tree_type
691288.49;6468258.94;0.0;2;24320;23552;19200;46848;2618.0;Сосна
691289.7;6468259.04;7.981;5;9216;11008;6912;30976;2618.0;Сосна
691288.88;6468258.96;8.059;5;24064;24832;19456;47360;2618.0;Сосна
691286.81;6468258.77;0.0;2;20224;20992;18176;43008;14960.0;Сосна
691288.17;6468258.89;8.662;5;23296;21760;18176;42752;2618.0;Сосна
691289.79;6468259.03;19.74;5;9216;11008;6912;30976;2618.0;Сосна
691286.41;6468258.73;3.257;5;19200;19456;17920;43264;14960.0;Сосна
691288.41;6468258.89;21.645;5;24320;23552;19200;46848;2618.0;Сосна
691285.66;6468258.65;2.697;5;17408;18432;12032;41728;11215.0;Сосна
691284.93;6468258.58;4.194;5;26368;28416;22272;52992;11215.0;Сосна
691285.29;6468258.61;6.27;5;25344;26880;19712;50688;11215.0;Сосна
691285.35;6468258.6;12.105;5;25344;26880;19712;50688;11215.0;Сосна
691284.27;6468258.51;5.652;5;16640;19712;14080;48128;11215.0;Сосна
691284.76;6468258.54;13.978;5;24064;26368;21504;52736;11215.0;Сосна
691289.54;6468259.87;0.0;2;10240;10496;9216;23552;2618.0;Сосна
691288.65;6468259.78;0.0;2;16128;17152;13312;38912;2618.0;Сосна
691289.95;6468259.89;8.588;5;12800;12800;12288;24320;2618.0;Сосна
691286.93;6468259.61;0.0;2;15872;16384;13568;37888;2618.0;Сосна
691289.95;6468259.87;19.771;5;12800;12800;12288;24320;2618.0;Сосна
691286.07;6468259.52;0.0;2;18176;17664;14336;31488;11215.0;Сосна
691289.31;6468259.8;21.079;5;9728;9984;7936;25600;2618.0;Сосна
691285.57;6468259.47;0.0;2;18432;19968;16384;40448;11215.0;Сосна
691288.46;6468259.72;20.951;5;16384;17408;13824;39168;2618.0;Сосна
691288.86;6468259.75;23.582;5;14848;15360;11776;36352;2618.0;Сосна
691284.7;6468259.4;1.065;5;12288;15616;10496;41472;11215.0;Сосна
691285.04;6468259.42;3.047;5;21760;23040;17920;48896;11215.0;Сосна
691285.22;6468259.41;14.818;5;20992;23040;17664;46336;11215.0;Сосна
691289.4;6468256.57;9.022;5;24832;22528;20736;41984;13411.0;Сосна
691289.94;6468256.93;7.267;5;21760;20224;17152;40704;13411.0;Сосна
691287.5;6468256.55;16.433;5;16128;16384;12800;36864;15531.0;Сосна
691287.88;6468256.81;13.597;5;17664;17920;15872;36352;15531.0;Сосна
691287.57;6468256.6;11.142;5;15360;15616;12032;38144;15531.0;Сосна
691288.43;6468257.18;12.339;5;18944;19200;15104;37888;15531.0;Сосна
691289.87;6468258.12;18.398;5;12032;13056;9216;33536;2618.0;Сосна
691288.74;6468257.39;9.364;5;23296;23040;17920;42752;15531.0;Сосна
691289.32;6468257.77;8.092;5;20224;20736;15360;42496;15531.0;Сосна
691289.66;6468257.99;10.858;5;20736;21504;17152;41984;2618.0;Сосна
691289.7;6468258.03;5.719;5;14592;15616;11264;37632;2618.0;Сосна
691288.99;6468257.57;0.0;2;23040;22784;18176;45824;15531.0;Сосна
691289.69;6468258.04;0.0;2;14592;15616;11264;37632;2618.0;Сосна
691284.4;6468255.77;9.371;5;8192;8448;6912;28672;10772.0;Сосна
691285.18;6468256.28;10.234;5;18432;20992;14080;48896;14960.0;Сосна
691286.23;6468256.96;18.428;5;15616;18176;12032;42496;14960.0;Сосна
691286.19;6468256.95;12.529;5;16128;18688;12288;41728;14960.0;Сосна
691285.66;6468256.61;8.407;5;24832;26880;20736;49664;14960.0;Сосна
691286.37;6468257.08;8.176;5;12032;15104;8960;41216;14960.0;Сосна
691285.85;6468256.75;4.115;5;14848;17408;10496;40192;14960.0;Сосна
691288.64;6468258.56;20.719;5;23552;23296;18176;43520;2618.0;Сосна
691287.01;6468257.51;7.926;5;13056;15104;9728;39424;15531.0;Сосна
691286.8;6468257.37;6.26;5;14592;16640;11264;42496;14960.0;Сосна
691287.76;6468258.0;7.78;5;24320;24576;20992;42240;15531.0;Сосна
691289.2;6468258.93;19.193;5;18688;20992;16640;45056;2618.0;Сосна
691289.37;6468259.04;20.575;5;18944;21248;16896;45568;2618.0;Сосна
691287.46;6468257.8;5.411;5;18944;19456;16128;38912;15531.0;Сосна
691288.55;6468258.53;8.564;5;26368;25600;21248;44288;2618.0;Сосна
691289.21;6468258.96;8.162;5;18688;20992;16640;45056;2618.0;Сосна
691288.91;6468258.78;0.0;2;24320;24832;19456;47360;2618.0;Сосна
691289.97;6468259.46;8.238;5;9216;9472;9984;22528;2618.0;Сосна
691284.2;6468256.41;15.916;5;18688;23040;13824;50688;10772.0;Сосна
691284.71;6468256.76;8.681;5;18688;22784;16128;51456;14960.0;Сосна
691284.91;6468256.89;10.264;5;16384;19456;13312;48384;14960.0;Сосна
691285.35;6468257.18;13.764;5;22272;24832;18432;53504;14960.0;Сосна
691285.48;6468257.27;9.203;5;26368;28928;22016;54016;14960.0;Сосна
691285.26;6468257.13;7.458;5;22272;24832;18432;53504;14960.0;Сосна
691285.77;6468257.47;6.009;5;22784;26112;18944;48384;14960.0;Сосна
691285.92;6468257.56;7.094;5;17408;21248;13824;44544;14960.0;Сосна
691286.23;6468257.77;9.563;5;20992;24832;17408;51968;14960.0;Сосна
691285.73;6468257.45;0.0;2;22784;26112;18944;48384;14960.0;Сосна
691286.6;6468258.02;6.81;5;15360;17152;13056;45056;14960.0;Сосна
691289.14;6468259.67;21.092;5;12288;12800;9472;30464;2618.0;Сосна
691289.53;6468259.91;24.092;5;10240;10496;9216;23552;2618.0;Сосна
691287.43;6468258.56;7.611;5;21248;22016;17664;40704;14960.0;Сосна
691287.15;6468258.4;0.0;2;20480;21504;17664;42496;15531.0;Сосна
691288.23;6468259.1;8.219;5;25344;24064;19200;45056;2618.0;Сосна
691288.88;6468259.52;7.854;5;19456;20224;15872;42496;2618.0;Сосна
691287.94;6468258.92;0.0;2;18944;17920;15104;41216;2618.0;Сосна
691288.59;6468259.35;0.0;2;19200;19712;16128;42496;2618.0;Сосна
691289.35;6468259.85;0.0;2;11520;11776;10240;24832;2618.0;Сосна
691284.58;6468257.9;5.548;5;16896;19456;13056;46336;11215.0;Сосна
691284.96;6468258.15;9.353;5;17408;19456;13312;45824;11215.0;Сосна
691285.37;6468258.41;12.114;5;27136;28928;20992;52224;11215.0;Сосна
691285.61;6468258.58;8.304;5;21504;23040;15872;47616;11215.0;Сосна
691285.36;6468258.42;6.644;5;27136;28928;20992;52224;11215.0;Сосна
691285.63;6468258.61;2.55;5;17408;18432;12032;41728;11215.0;Сосна
691286.59;6468259.25;0.0;2;23808;24832;20480;37376;14960.0;Сосна
691287.46;6468259.82;0.0;2;7168;7936;5120;28160;2618.0;Сосна
691284.23;6468258.92;18.94;5;16896;20480;13824;48640;11215.0;Сосна
691284.73;6468259.25;17.138;5;13056;16896;11008;43264;11215.0;Сосна
691284.82;6468259.33;12.177;5;18432;20480;15104;48640;11215.0;Сосна
691284.58;6468259.18;4.87;5;12032;15104;9984;42752;11215.0;Сосна
691285.03;6468259.48;2.651;5;21760;23040;17920;48896;11215.0;Сосна
691285.47;6468259.78;0.0;2;18176;18944;16128;38656;11215.0;Сосна
691291.91;6468257.28;0.0;2;15872;15872;12800;31744;18840.0;Сосна
691292.31;6468257.31;2.568;5;17664;18176;14848;33792;18840.0;Сосна
691291.06;6468257.19;0.0;2;19968;18944;15872;38656;13411.0;Сосна
691291.49;6468257.23;2.78;5;18176;18176;15104;36352;13411.0;Сосна
691291.76;6468257.25;4.619;5;14592;14592;11520;32256;18840.0;Сосна
691290.99;6468257.17;5.249;5;22272;20736;17664;38656;13411.0;Сосна
691291.45;6468257.21;8.297;5;18176;18176;15104;36352;13411.0;Сосна
691290.74;6468257.14;8.803;5;24064;22528;19456;39424;13411.0;Сосна
691299.51;6468259.2;0.0;2;21248;23040;21248;34304;5912.0;Сосна
691297.82;6468259.03;0.0;2;13312;13568;12032;21248;5912.0;Сосна
691296.94;6468258.94;0.0;2;16128;12032;12288;18944;13033.0;Сосна
691297.58;6468258.99;4.254;5;15872;17152;15616;28160;5912.0;Сосна
691297.11;6468258.94;6.964;5;29952;26368;26368;37632;13033.0;Сосна
691296.06;6468258.86;0.0;2;8960;8448;8704;16640;13033.0;Сосна
691295.27;6468258.78;0.0;2;23552;22528;19456;33024;13033.0;Сосна
691298.12;6468259.02;19.25;5;14080;14336;12800;22272;5912.0;Сосна
691295.31;6468258.77;6.392;5;23552;22528;19456;33024;13033.0;Сосна
691292.7;6468258.52;0.0;2;13824;14336;11008;32512;18840.0;Сосна
691292.25;6468258.47;2.779;5;12544;13312;10496;32512;18840.0;Сосна
691291.83;6468258.44;0.0;2;16640;17408;15104;37376;18840.0;Сосна
691291.6;6468258.41;3.701;5;11008;11264;9728;29440;18840.0;Сосна
691291.86;6468258.43;5.4;5;16640;17408;15104;37376;18840.0;Сосна
691291.03;6468258.36;0.0;2;17664;17664;15616;33792;18840.0;Сосна
691290.12;6468258.27;0.0;2;15104;16128;12544;35840;2618.0;Сосна
691291.21;6468258.36;7.089;5;17408;17664;15616;33536;18840.0;Сосна
691291.53;6468258.39;9.263;5;14592;14848;12800;32768;18840.0;Сосна
691290.63;6468258.3;8.805;5;15872;15872;13312;32000;2618.0;Сосна
691290.35;6468258.25;18.252;5;16640;17152;13824;34560;2618.0;Сосна
691298.88;6468259.97;1.15;1;20480;18944;14848;30464;5912.0;Сосна
691298.07;6468259.88;0.848;5;14848;14848;12800;27648;5912.0;Сосна
691296.98;6468259.78;0.0;2;25088;25088;23040;33024;5912.0;Сосна
691297.14;6468259.79;0.854;1;16384;15616;13312;17408;5912.0;Сосна
691296.18;6468259.7;0.0;2;16128;15360;14080;22016;5912.0;Сосна
691297.08;6468259.77;5.994;5;16384;15616;13312;17408;5912.0;Сосна
691298.8;6468259.92;17.518;5;20480;18944;14848;30464;5912.0;Сосна
691297.02;6468259.74;22.771;1;16384;15616;13312;17408;5912.0;Сосна
691292.73;6468259.36;0.0;2;11520;9216;9472;17920;18840.0;Сосна
691291.96;6468259.28;0.0;2;4864;7424;5120;22016;18840.0;Сосна
691291.05;6468259.19;0.0;2;12544;12800;11520;28416;18840.0;Сосна
691291.65;6468259.24;3.807;5;5888;8960;6400;25344;18840.0;Сосна
691290.7;6468259.15;3.53;5;18432;18688;16640;39168;18840.0;Сосна
691290.16;6468259.11;0.0;2;13056;14080;10496;31488;18840.0;Сосна
691291.47;6468259.21;8.565;5;6144;9472;6912;28672;18840.0;Сосна
691291.33;6468259.2;7.638;5;9216;12032;9984;29184;18840.0;Сосна
691290.48;6468259.12;7.251;5;14848;15104;13056;34304;18840.0;Сосна
691291.97;6468259.25;17.001;5;4864;7424;5120;22016;18840.0;Сосна
691290.33;6468259.94;0.0;2;8960;8448;8704;23808;2618.0;Сосна
691298.45;6468258.5;0.0;2;20480;18176;15872;28160;13033.0;Сосна
691299.78;6468259.36;10.846;5;36608;37888;32256;41216;5912.0;Сосна
691299.89;6468259.45;0.0;2;18176;18688;13056;22528;5912.0;Сосна
691297.89;6468259.27;20.21;5;12288;12544;11008;22784;5912.0;Сосна
691296.1;6468258.12;0.0;2;8448;9472;9216;15616;13033.0;Сосна
691296.93;6468258.68;6.752;5;13056;10496;10240;19712;13033.0;Сосна
691296.81;6468258.59;0.0;2;17408;15360;14848;26368;13033.0;Сосна
691297.33;6468258.94;4.313;5;19712;19456;18432;25856;13033.0;Сосна
691297.5;6468259.06;0.0;2;12544;14336;12544;23296;5912.0;Сосна
691297.99;6468259.38;3.642;5;12288;12544;11008;22784;5912.0;Сосна
691295.38;6468258.93;0.0;2;22272;21504;17664;32256;13033.0;Сосна
691296.08;6468259.39;0.0;2;11520;10240;9472;16384;5912.0;Сосна
691296.79;6468259.86;0.0;2;14592;15616;15360;24064;5912.0;Сосна
691296.98;6468259.99;1.568;5;23808;23808;21760;30976;5912.0;Сосна
691290.05;6468256.99;14.189;5;24064;22528;19456;41984;13411.0;Сосна
691290.09;6468257.03;8.539;5;23808;22272;19200;43520;13411.0;Сосна
691290.56;6468257.35;7.042;5;24832;22528;20224;39424;13411.0;Сосна
691290.78;6468257.49;8.838;5;22528;20736;18176;38144;13411.0;Сосна
691290.97;6468257.61;10.354;5;17664;16640;14336;36608;13411.0;Сосна
691291.06;6468257.68;5.133;5;16384;15360;13056;33024;13411.0;Сосна
691291.57;6468258.01;9.213;5;15872;16128;14080;34304;18840.0;Сосна
691291.57;6468258.02;3.494;5;15872;16128;14080;34304;18840.0;Сосна
691291.84;6468258.2;5.67;5;14592;15360;13056;35072;18840.0;Сосна
691291.82;6468258.2;0.0;2;14592;15360;13056;35072;18840.0;Сосна
691292.55;6468258.68;0.0;2;13312;13824;11008;30720;18840.0;Сосна
691290.62;6468258.63;7.275;5;19456;19712;17664;36096;18840.0;Сосна
691290.44;6468258.53;0.0;2;14592;15104;12288;33024;18840.0;Сосна
691291.52;6468259.23;8.397;5;6144;9472;6912;28672;18840.0;Сосна
691290.95;6468258.86;3.905;5;16384;16640;15104;31232;18840.0;Сосна
691291.64;6468259.32;3.942;5;5888;8960;6400;25344;18840.0;Сосна
691291.16;6468259.01;0.0;2;12544;12800;11520;28416;18840.0;Сосна
691291.89;6468259.49;0.0;2;6144;7936;5888;22528;18840.0;Сосна
691290.37;6468259.71;17.301;5;8704;8192;8448;23040;2618.0;Сосна
691290.71;6468259.93;19.956;5;12288;12288;11776;28160;2618.0;Сосна
691290.32;6468259.71;0.0;2;8704;8192;8448;23040;2618.0;Сосна
691307.16;6468259.95;0.0;2;24320;21760;19456;39680;19429.0;Сосна
691306.31;6468259.87;0.0;2;18176;17408;15616;35072;19429.0;Сосна
691305.82;6468259.8;8.315;5;20736;20224;16384;29184;19429.0;Сосна
691306.53;6468259.86;13.203;5;25088;22784;20480;42496;19429.0;Сосна
691302.06;6468259.45;0.0;2;8960;8704;8192;16896;8573.0;Сосна
691301.16;6468259.37;0.0;2;12544;13312;8960;18944;8573.0;Сосна
691302.02;6468259.42;11.499;5;8960;8704;8192;16896;8573.0;Сосна
691300.35;6468259.29;0.0;2;17152;15104;14336;26624;8573.0;Сосна
691301.03;6468258.87;8.749;5;12800;12800;10752;20992;8573.0;Сосна
691300.96;6468258.85;2.661;5;16384;16384;14336;28416;8573.0;Сосна
691301.34;6468259.1;0.0;2;13824;13056;11776;17920;8573.0;Сосна
691302.07;6468259.59;0.0;2;8960;8704;8192;16896;8573.0;Сосна
691289.76;6468261.26;1.254;1;10752;10496;9216;26624;2618.0;Сосна
691288.68;6468261.16;-0.027;1;6400;7424;7168;23552;2618.0;Сосна
691287.87;6468261.08;0.0;2;11264;12544;10752;28160;2618.0;Сосна
691287.22;6468261.01;0.0;2;20224;19712;16640;36096;2618.0;Сосна
691288.73;6468261.13;17.073;5;6400;7424;7168;23552;2618.0;Сосна
691286.37;6468260.93;0.0;2;32256;30208;26880;42496;2618.0;Сосна
691289.05;6468261.15;19.177;5;13056;13056;13056;27392;2618.0;Сосна
691289.6;6468261.2;22.877;5;11264;11264;9216;28160;2618.0;Сосна
691285.51;6468260.84;0.0;2;20736;18944;16896;37632;11215.0;Сосна
691289.17;6468261.15;25.458;1;13056;13056;13056;27392;2618.0;Сосна
691287.69;6468261.02;21.213;5;14080;14848;13056;32256;2618.0;Сосна
691289.32;6468262.42;0.0;2;22272;20736;20736;35328;2618.0;Сосна
691288.85;6468262.37;2.899;5;13312;12288;11520;24832;2618.0;Сосна
691289.26;6468262.41;5.666;5;22272;20736;20736;35328;2618.0;Сосна
691288.42;6468262.33;0.0;2;8960;7680;8704;17408;2618.0;Сосна
691288.69;6468262.36;1.838;5;8960;7936;8192;16128;2618.0;Сосна
691287.66;6468262.26;0.0;2;19968;19968;17920;31488;2618.0;Сосна
691287.27;6468262.22;3.447;5;10752;10496;9216;20992;2618.0;Сосна
691286.74;6468262.17;0.0;2;13312;12288;11520;25856;2618.0;Сосна
691288.24;6468262.27;20.761;5;12032;10752;11776;22016;2618.0;Сосна
691285.08;6468262.02;0.0;2;14592;13312;11776;26112;17635.0;Сосна
691287.91;6468262.25;18.509;5;19968;19712;18432;30464;2618.0;Сосна
691288.11;6468263.15;0.0;2;17408;15104;13312;31488;2618.0;Сосна
691289.84;6468263.3;11.445;5;12800;11008;9472;24832;2618.0;Сосна
691289.38;6468263.26;8.367;5;27904;27392;24320;39936;2618.0;Сосна
691288.71;6468263.21;3.957;5;20736;19712;17408;35072;2618.0;Сосна
691287.31;6468263.07;0.0;2;15104;15104;12544;30208;17635.0;Сосна
691287.79;6468263.11;3.201;5;13056;13056;9984;26368;17635.0;Сосна
691286.41;6468262.99;0.0;2;8704;8192;8448;14848;17635.0;Сосна
691286.63;6468263.0;1.407;5;9728;9472;8960;17152;17635.0;Сосна
691288.55;6468263.17;14.195;5;18176;16384;14336;30976;2618.0;Сосна
691285.62;6468262.91;0.0;2;6400;5888;6656;11776;17635.0;Сосна
691284.75;6468262.83;0.0;2;20736;19712;17408;33280;17635.0;Сосна
691286.66;6468262.98;12.508;5;9728;9472;8960;17152;17635.0;Сосна
691286.07;6468262.92;14.229;5;3072;1792;2816;11264;17635.0;Сосна
691289.21;6468264.26;5.86;5;40192;39680;33792;49152;14802.0;Сосна
691288.45;6468264.19;6.215;5;28416;26112;22272;44032;17635.0;Сосна
691286.67;6468264.02;0.0;2;18176;17408;16128;32256;17635.0;Сосна
691287.63;6468264.1;6.356;5;29952;26368;23552;46080;17635.0;Сосна
691285.8;6468263.94;0.0;2;17664;16896;15616;21248;17635.0;Сосна
691286.48;6468263.99;4.327;5;14336;14080;13056;25600;17635.0;Сосна
691286.04;6468263.95;6.993;5;14336;12800;12800;23296;17635.0;Сосна
691287.11;6468264.04;14.059;5;19456;16640;15104;32256;17635.0;Сосна
691284.97;6468263.86;0.0;2;14592;13824;12544;27392;17635.0;Сосна
691285.72;6468263.9;16.259;5;12288;11264;10496;18176;17635.0;Сосна
691288.24;6468265.16;4.876;5;26624;25088;21504;42496;14802.0;Сосна
691289.08;6468265.23;10.482;5;41728;40448;35584;51456;14802.0;Сосна
691289.29;6468265.24;11.9;5;37120;36864;31744;46848;14802.0;Сосна
691286.7;6468265.01;0.0;2;13568;12800;11520;30464;17635.0;Сосна
691285.83;6468264.93;0.0;2;35328;35584;30976;40704;17635.0;Сосна
691286.3;6468264.97;2.958;5;14592;14336;13056;28672;17635.0;Сосна
691286.72;6468265.0;5.718;5;18176;16896;15872;35072;17635.0;Сосна
691284.93;6468264.84;0.0;2;16896;16640;16128;24576;17635.0;Сосна
691285.63;6468264.9;4.619;5;34048;34304;30208;45568;17635.0;Сосна
691284.13;6468264.77;0.0;2;14080;13312;12032;27648;11105.0;Сосна
691285.35;6468264.85;13.983;5;15104;14848;14336;26368;17635.0;Сосна
691289.41;6468266.28;3.414;5;35072;32256;27648;51200;14802.0;Сосна
691288.42;6468266.18;2.08;5;26112;23552;20992;45568;30770.0;Сосна
691288.1;6468266.16;0.0;2;30720;27904;22784;47360;30770.0;Сосна
691288.77;6468266.22;4.435;5;27392;23808;20480;42240;14802.0;Сосна
691286.31;6468265.98;0.0;2;19968;18944;16128;36864;17635.0;Сосна
691286.76;6468266.02;2.713;5;21248;21504;17408;39424;17635.0;Сосна
691286.98;6468266.04;4.082;5;18176;17664;14592;35328;17635.0;Сосна
691285.48;6468265.9;0.0;2;29440;27136;25344;40448;17635.0;Сосна
691285.25;6468265.87;4.308;5;18944;15360;15360;27904;17635.0;Сосна
691285.62;6468265.9;6.782;5;29696;31488;26880;41728;17635.0;Сосна
691284.53;6468265.8;4.274;5;13056;13312;12032;26624;17635.0;Сосна
691289.4;6468267.05;4.658;5;23040;20992;18176;45056;30770.0;Сосна
691288.37;6468266.95;3.442;5;28672;23552;21248;46080;30770.0;Сосна
691288.71;6468266.98;5.839;5;34048;28672;23808;50944;30770.0;Сосна
691285.26;6468266.65;0.0;2;22272;19712;17408;34560;17635.0;Сосна
691285.5;6468266.68;1.664;5;32768;30208;27136;46336;30770.0;Сосна
691285.65;6468266.69;2.635;5;35328;35072;29696;44288;30770.0;Сосна
691285.21;6468266.64;4.901;5;22272;19712;17408;34560;17635.0;Сосна
691284.35;6468266.55;4.696;5;14592;14848;13568;29440;11105.0;Сосна
691289.0;6468267.91;7.635;5;13312;15360;12032;42240;30770.0;Сосна
691286.95;6468267.72;0.0;2;16640;15360;13824;29952;30770.0;Сосна
691287.45;6468267.76;2.531;5;5632;5888;6400;19456;30770.0;Сосна
691287.85;6468267.79;10.902;5;12800;12544;12032;31232;30770.0;Сосна
691286.13;6468267.64;0.0;2;27648;24576;20992;45056;30770.0;Сосна
691285.26;6468267.55;0.0;2;20736;18432;16128;38656;17635.0;Сосна
691285.48;6468267.57;1.428;1;26368;23808;20736;43520;17635.0;Сосна
691285.81;6468267.6;3.48;5;29696;26112;22784;44544;30770.0;Сосна
691285.03;6468267.52;4.011;5;19456;17664;16128;38144;17635.0;Сосна
691284.26;6468267.45;4.213;5;12800;12544;11520;31744;18503.0;Сосна
691289.5;6468269.12;4.021;5;14848;17920;12288;42752;30770.0;Сосна
691288.54;6468269.03;2.89;5;9216;12032;8448;34304;30770.0;Сосна
691288.81;6468269.05;4.902;5;12800;14336;10752;38400;30770.0;Сосна
691288.97;6468269.06;6.071;5;12800;14336;10752;38400;30770.0;Сосна
691286.29;6468268.82;0.0;2;17920;17152;12800;25600;30383.0;Сосна
691286.67;6468268.83;13.568;1;25344;23552;20992;32256;30383.0;Сосна
691284.64;6468268.65;0.0;2;6144;6400;5120;23552;18503.0;Сосна
691286.11;6468269.89;0.0;2;25344;26880;23808;35072;30383.0;Сосна
691286.05;6468269.86;10.494;1;25344;26880;23808;35072;30383.0;Сосна
691288.18;6468260.26;23.384;5;15360;17408;14592;38656;2618.0;Сосна
691289.72;6468261.26;24.666;5;10752;10496;9216;26624;2618.0;Сосна
691288.06;6468260.22;0.0;2;15360;17408;14592;38656;2618.0;Сосна
691289.15;6468260.92;8.612;5;12288;12544;13056;26624;2618.0;Сосна
691288.99;6468260.83;1.749;5;9472;10496;10752;24832;2618.0;Сосна
691289.65;6468261.26;7.168;5;10752;10496;9216;26624;2618.0;Сосна
691289.61;6468261.25;1.059;1;10752;10496;9216;26624;2618.0;Сосна
691286.74;6468260.59;15.891;5;27904;25600;23808;43008;2618.0;Сосна
691287.74;6468261.25;19.089;5;16128;16896;14592;35072;2618.0;Сосна
691288.35;6468261.64;24.086;5;6912;6912;6912;15872;2618.0;Сосна
691286.2;6468260.26;0.86;5;34304;32512;29952;45312;11215.0;Сосна
691288.71;6468261.89;21.607;5;8960;8448;8704;16384;2618.0;Сосна
691286.87;6468260.71;0.0;2;27392;25088;22784;44288;2618.0;Сосна
691289.21;6468262.22;20.021;5;25088;23040;22528;39680;2618.0;Сосна
691287.57;6468261.17;0.567;1;15104;15616;12800;31488;2618.0;Сосна
691288.99;6468262.08;12.499;5;13312;12032;11264;24576;2618.0;Сосна
691289.78;6468262.6;18.764;5;24832;23040;21504;38912;2618.0;Сосна
691288.09;6468261.51;0.0;2;9472;9984;8704;20992;2618.0;Сосна
691288.85;6468262.0;6.059;5;11776;10752;9984;19968;2618.0;Сосна
691289.51;6468262.45;5.369;5;23552;21504;20992;36608;2618.0;Сосна
691288.84;6468262.01;0.0;2;13312;12032;11264;24576;2618.0;Сосна
691289.94;6468262.73;8.78;5;23552;22528;19712;37120;2618.0;Сосна
691289.73;6468262.59;7.104;5;25856;24064;22528;38912;2618.0;Сосна
691284.89;6468260.39;0.0;2;5632;5888;4608;25600;11215.0;Сосна
691287.06;6468261.8;18.787;5;19456;18432;16128;37888;2618.0;Сосна
691285.55;6468260.83;0.0;2;20736;18944;16896;37632;11215.0;Сосна
691287.71;6468262.23;18.432;5;19968;19968;17920;31488;2618.0;Сосна
691287.97;6468262.4;20.531;5;13568;13824;12544;24576;2618.0;Сосна
691288.14;6468262.53;10.767;5;12288;11264;11008;24064;2618.0;Сосна
691289.04;6468263.11;17.912;5;26112;25344;23552;36352;2618.0;Сосна
691286.78;6468261.65;0.0;2;21760;19712;18944;39936;2618.0;Сосна
691286.93;6468261.74;1.132;1;22016;20224;18688;38400;2618.0;Сосна
691287.52;6468262.14;0.0;2;15872;15872;13312;26624;2618.0;Сосна
691287.72;6468262.27;1.522;5;19968;19968;17920;31488;2618.0;Сосна
691287.96;6468262.43;3.556;5;13568;13824;12544;24576;2618.0;Сосна
691288.76;6468262.95;4.182;5;15360;14080;13056;24064;2618.0;Сосна
691288.24;6468262.61;0.0;2;16384;14336;13568;27648;2618.0;Сосна
691289.28;6468263.29;8.307;5;27904;27392;24320;39936;2618.0;Сосна
691289.95;6468263.72;13.572;5;25344;23040;21248;36864;14802.0;Сосна
691289.65;6468263.53;11.259;5;19968;18176;16128;32256;14802.0;Сосна
691286.8;6468262.57;7.682;5;10496;9216;10240;18432;17635.0;Сосна
691287.16;6468262.82;4.972;5;14592;13312;12288;24832;17635.0;Сосна
691286.96;6468262.69;3.408;5;9728;8192;8704;18944;17635.0;Сосна
691286.71;6468262.52;1.435;1;8192;6912;7936;15104;17635.0;Сосна
691286.53;6468262.41;0.0;2;5632;5120;5888;13568;2618.0;Сосна
691287.23;6468262.87;0.0;2;19456;19456;17408;33536;17635.0;Сосна
691287.64;6468263.14;3.215;5;13056;13056;9984;26368;17635.0;Сосна
691288.56;6468263.74;4.735;5;28928;26624;24832;46080;2618.0;Сосна
691289.57;6468264.4;12.774;5;26368;26112;20992;40704;14802.0;Сосна
