X;Y;Z;Classification;R;G;B;NIR;treeID;Tree_type
691375.84;6468308.18;16.847;5;32256;29440;24832;37632;1882.0;Не определено
691375.63;6468308.16;15.013;5;30720;28928;24320;40448;1882.0;Не определено
691375.37;6468308.13;20.177;5;15616;18176;11264;37888;1882.0;Не определено
691375.1;6468308.11;17.736;5;19712;25088;15104;47104;1882.0;Не определено
691374.7;6468308.06;21.446;5;24064;30464;20224;56320;1882.0;Не определено
691374.56;6468308.05;20.159;5;21248;26880;17152;54016;1882.0;Не определено
691374.38;6468308.03;18.624;5;16896;22016;13056;51968;1882.0;Не определено
691373.82;6468307.98;21.367;5;27904;33792;22528;59136;1882.0;Не определено
691374.0;6468307.99;23.023;5;22272;28160;16384;53504;1882.0;Не определено
691373.22;6468307.91;23.24;5;19968;24320;15104;51200;1882.0;Не определено
691373.37;6468307.93;24.544;5;19968;24320;15104;51200;1882.0;Не определено
691372.23;6468307.82;21.541;5;35328;34560;29696;43776;1882.0;Не определено
691371.04;6468307.71;18.83;5;14848;13824;13568;20736;1882.0;Не определено
691371.23;6468307.72;20.521;5;12288;12288;11776;17408;1882.0;Не определено
691370.19;6468307.62;18.501;5;12288;12544;13568;16128;1882.0;Не определено
691374.49;6468309.02;0.0;2;11008;14080;11008;34048;1882.0;Не определено
691373.65;6468308.93;0.0;2;17920;23296;14848;48128;1882.0;Не определено
691374.82;6468309.01;18.388;5;12288;15104;11520;32000;1882.0;Не определено
691374.53;6468308.97;23.097;5;14848;19456;12800;43008;1882.0;Не определено
691373.79;6468308.9;24.216;5;17920;23296;14848;48128;1882.0;Не определено
691373.02;6468308.82;24.683;5;16384;19456;13312;33792;1882.0;Не определено
691372.36;6468308.76;26.436;5;21760;19968;17408;27392;1882.0;Не определено
691371.49;6468308.67;26.049;5;11008;10496;10752;15616;1882.0;Не определено
691371.24;6468309.93;25.815;5;15872;16640;14848;24320;1882.0;Не определено
691371.04;6468309.91;24.058;5;13568;14848;13312;21248;1882.0;Не определено
691370.18;6468309.83;24.247;5;46848;41984;34304;46336;1882.0;Не определено
691374.39;6468305.44;18.776;5;26112;23552;17152;34560;1882.0;Не определено
691375.63;6468306.28;16.622;5;30976;28928;24064;45056;1882.0;Не определено
691375.47;6468306.17;14.895;5;26624;27392;20480;43008;1882.0;Не определено
691374.88;6468305.81;1.562;5;27392;29696;18688;47872;1882.0;Не определено
691375.45;6468306.2;0.0;2;25088;26112;19712;44544;1882.0;Не определено
691374.26;6468306.23;15.355;5;16640;22784;14592;50432;1882.0;Не определено
691374.59;6468306.44;18.8;5;17664;24064;15872;51968;1882.0;Не определено
691374.36;6468306.29;16.415;5;16640;22784;14592;50432;1882.0;Не определено
691375.09;6468306.78;16.603;5;19456;23808;14592;49920;1882.0;Не определено
691375.39;6468306.98;19.78;5;15616;20992;12544;44544;1882.0;Не определено
691374.55;6468306.45;3.219;5;17664;24064;15872;51968;1882.0;Не определено
691375.77;6468307.24;16.427;5;23296;23040;15872;37632;1882.0;Не определено
691375.17;6468306.86;2.35;5;17664;21760;12288;47872;1882.0;Не определено
691375.65;6468307.19;0.0;2;25856;25344;18944;38656;1882.0;Не определено
691376.36;6468307.66;0.0;2;28160;25344;20224;34560;1882.0;Не определено
691372.64;6468306.3;17.753;5;9472;9472;9472;15872;1882.0;Не определено
691372.84;6468306.43;19.822;5;13312;14848;12288;30720;1882.0;Не определено
691374.37;6468307.45;21.442;5;13568;20480;8960;46592;1882.0;Не определено
691374.97;6468307.85;20.073;5;20224;25600;15616;51456;1882.0;Не определено
691374.75;6468307.7;17.688;5;22016;26624;16384;54784;1882.0;Не определено
691375.4;6468308.14;17.568;5;24832;25600;20224;42240;1882.0;Не определено
691375.63;6468308.29;20.026;5;28416;26624;22016;37120;1882.0;Не определено
691375.18;6468308.03;0.0;2;19712;25088;15104;47104;1882.0;Не определено
691375.89;6468308.49;0.0;2;27648;25088;22016;31488;1882.0;Не определено
691372.17;6468307.29;20.608;5;14848;13824;14080;20736;1882.0;Не определено
691372.26;6468307.35;21.573;5;17664;16640;16896;21760;1882.0;Не определено
691373.22;6468307.99;24.446;5;19968;24320;15104;51200;1882.0;Не определено
691373.11;6468307.92;23.292;5;15872;19200;12544;49920;1882.0;Не определено
691372.97;6468307.82;21.801;5;11264;13056;8448;39168;1882.0;Не определено
691373.79;6468308.37;23.352;5;16896;22016;12544;52480;1882.0;Не определено
691373.6;6468308.25;21.442;5;21760;27392;15616;53760;1882.0;Не определено
691374.5;6468308.84;22.99;5;14848;19456;12800;43008;1882.0;Не определено
691374.25;6468308.68;20.39;5;24576;29440;17664;52224;1882.0;Не определено
691374.73;6468309.0;18.231;5;11776;16384;10240;38400;1882.0;Не определено
691373.77;6468308.4;0.0;2;22272;28928;16896;52992;1882.0;Не определено
691374.49;6468308.88;0.0;2;14848;19456;12800;43008;1882.0;Не определено
691371.0;6468307.71;25.623;5;14848;13824;13568;20736;1882.0;Не определено
691371.27;6468307.9;20.659;5;9984;11264;10240;15360;1882.0;Не определено
691371.67;6468308.16;24.911;5;9984;11776;9984;18432;1882.0;Не определено
691372.4;6468308.66;25.629;5;25088;23552;19456;31232;1882.0;Не определено
691373.07;6468309.1;24.892;5;13568;15360;10752;27648;1882.0;Не определено
691373.68;6468309.5;24.236;5;12288;12288;12288;19456;1882.0;Не определено
691374.01;6468309.73;20.446;5;16640;17408;15104;30208;1882.0;Не определено
691372.84;6468308.99;0.0;2;27136;28416;22528;37120;1882.0;Не определено
691373.51;6468309.44;0.0;2;13312;13568;11520;19712;1882.0;Не определено
691374.26;6468309.94;0.0;2;20992;23040;17664;33792;1882.0;Не определено
691370.92;6468308.92;24.561;5;15360;15360;13312;18944;1882.0;Не определено
691371.05;6468309.01;25.927;5;12800;13312;10496;16384;1882.0;Не определено
691371.78;6468309.5;26.101;5;11776;11776;11776;15616;1882.0;Не определено
691372.48;6468309.97;25.961;5;34048;30208;24832;44800;1882.0;Не определено
691372.2;6468309.77;22.922;5;21504;18176;16128;26624;1882.0;Не определено
691371.46;6468309.33;0.0;2;11776;12288;11520;15360;1882.0;Не определено
691372.15;6468309.8;0.0;2;15872;13824;13056;19200;1882.0;Не определено
691369.31;6468310.9;0.0;2;38912;35840;26112;45568;10582.0;Не определено
691369.59;6468311.98;0.0;2;50432;45568;37120;51200;10582.0;Не определено
691368.79;6468311.9;0.0;2;14336;14336;11264;24064;10582.0;Не определено
691369.24;6468311.91;18.634;5;48128;43264;35072;49664;10582.0;Не определено
691368.47;6468311.83;19.359;5;10240;12032;9984;22016;10582.0;Не определено
691369.27;6468312.89;0.0;2;35584;32768;25600;39936;10582.0;Не определено
691369.72;6468314.08;0.0;2;46592;43776;35584;50176;1364.0;Не определено
691368.83;6468313.99;0.0;2;40704;37120;30208;44544;1364.0;Не определено
691369.33;6468314.0;18.901;5;45312;40448;32256;47360;1364.0;Не определено
691369.85;6468314.05;23.426;5;38656;36352;27904;43008;1364.0;Не определено
691369.61;6468315.27;0.0;2;38912;40448;29184;50688;1364.0;Не определено
691368.76;6468315.19;0.0;2;43264;39936;30976;45568;1364.0;Не определено
691367.85;6468315.1;0.0;2;43776;39424;34304;47872;1364.0;Не определено
691369.91;6468315.24;25.228;5;31744;34560;23552;47104;1364.0;Не определено
691369.22;6468315.17;26.488;5;48384;44544;34048;52224;1364.0;Не определено
691367.79;6468315.04;21.499;5;41728;37632;31744;45056;1364.0;Не определено
691369.33;6468316.07;0.0;2;44032;42752;32000;50432;1364.0;Не определено
691368.45;6468315.98;0.0;2;45568;43520;34048;48640;1364.0;Не определено
691367.55;6468315.89;0.0;2;47360;44032;35840;51200;1364.0;Не определено
691364.18;6468315.56;0.0;2;26880;26112;21248;36864;36357.0;Не определено
691364.36;6468315.58;1.524;5;22272;21760;17920;32000;36357.0;Не определено
691363.33;6468315.48;0.0;2;35840;34304;26112;48128;36357.0;Не определено
691363.53;6468315.5;1.695;5;31744;30464;22784;42752;36357.0;Не определено
691364.17;6468315.55;7.291;5;26880;26112;21248;36864;36357.0;Не определено
691362.74;6468315.42;1.999;5;34816;35584;24576;48640;36357.0;Не определено
691363.29;6468315.46;6.823;5;35840;34304;26112;48128;36357.0;Не определено
691361.94;6468315.34;2.642;5;31744;31488;23552;47616;36357.0;Не определено
691362.23;6468315.36;5.109;5;35328;34304;26880;44032;36357.0;Не определено
691361.36;6468315.28;4.881;5;21760;22784;15872;44288;36357.0;Не определено
691369.68;6468316.95;0.0;2;43008;41984;30464;49664;1364.0;Не определено
691368.81;6468316.87;0.0;2;51456;50176;39424;53504;1364.0;Не определено
691367.94;6468316.78;0.0;2;40448;37120;28160;45568;1364.0;Не определено
691367.07;6468316.7;0.0;2;49152;45312;37888;50688;1364.0;Не определено
691369.96;6468316.93;25.097;5;42240;40448;29184;46848;1364.0;Не определено
691369.34;6468316.87;27.062;5;41984;39936;30464;46080;1364.0;Не определено
691365.39;6468316.53;0.0;2;35328;34560;24064;51200;36357.0;Не определено
691365.64;6468316.55;2.23;5;36608;33024;26112;42752;36357.0;Не определено
691368.48;6468316.78;27.037;5;44288;40704;31232;48896;1364.0;Не определено
691364.78;6468316.47;1.957;5;23040;28416;17408;52480;36357.0;Не определено
691367.07;6468316.65;22.238;5;49152;45312;37888;50688;1364.0;Не определено
691363.95;6468316.39;2.053;5;29440;34560;21504;55552;36357.0;Не определено
691364.56;6468316.44;7.404;5;21760;27648;16384;52736;36357.0;Не определено
691363.77;6468316.36;7.889;5;25344;29696;18176;52480;36357.0;Не определено
691362.97;6468316.28;7.808;5;27136;33280;20992;55040;36357.0;Не определено
691363.13;6468316.29;9.292;5;25344;31232;19456;52480;36357.0;Не определено
691361.9;6468316.18;6.097;5;22272;29440;16896;55808;36357.0;Не определено
691362.18;6468316.2;8.512;5;23040;29696;17408;55808;36357.0;Не определено
691361.13;6468316.1;6.709;5;17920;24576;12544;50176;36357.0;Не определено
691369.42;6468318.17;0.0;2;39424;37632;32768;40960;1364.0;Не определено
691368.52;6468318.08;0.0;2;43264;40960;32512;45824;1364.0;Не определено
691367.72;6468318.01;0.0;2;39936;36352;26880;46080;1364.0;Не определено
691366.82;6468317.92;0.0;2;41472;38400;28160;46848;1364.0;Не определено
691369.82;6468318.16;25.958;5;41216;39680;34048;43776;1364.0;Не определено
691368.52;6468318.04;22.002;5;43264;40960;32512;45824;1364.0;Не определено
691365.33;6468317.77;1.096;1;17408;18688;13568;34304;36357.0;Не определено
691365.45;6468317.78;2.217;5;38400;37120;32256;50944;36357.0;Не определено
691364.63;6468317.7;2.959;5;22016;26880;15360;51712;36357.0;Не определено
691364.34;6468317.66;7.51;5;23808;29184;14848;53248;36357.0;Не определено
691362.66;6468317.5;7.812;5;21760;28928;13824;54528;36357.0;Не определено
691362.01;6468317.43;8.859;5;22016;28928;15872;55808;36357.0;Не определено
691360.85;6468317.32;6.56;5;17664;24320;12800;52736;30780.0;Не определено
691364.84;6468318.86;0.0;2;24320;30720;20480;52992;36357.0;Не определено
691364.47;6468318.81;4.746;5;19200;25856;13568;51200;36357.0;Не определено
691364.21;6468318.79;2.433;5;14080;20480;9728;47360;36357.0;Не определено
691363.73;6468318.74;5.397;5;21760;28416;16384;55040;36357.0;Не определено
691363.19;6468318.68;8.094;5;23808;30976;17920;57600;36357.0;Не определено
691362.04;6468318.57;5.468;5;23552;30464;16896;57088;36357.0;Не определено
691361.02;6468318.47;3.731;5;23296;29184;17408;56576;30780.0;Не определено
691360.59;6468318.44;0.0;2;19200;25088;14336;52224;30780.0;Не определено
691361.26;6468318.5;5.846;5;19712;25600;14848;52992;30780.0;Не определено
691363.79;6468319.68;4.673;5;20224;24832;14592;47616;36357.0;Не определено
691363.49;6468319.65;2.014;5;22784;27648;15872;52224;36357.0;Не определено
691362.69;6468319.57;2.914;5;14336;19456;9984;48640;36357.0;Не определено
691362.9;6468319.59;4.676;5;21760;27136;16128;52736;36357.0;Не определено
691362.21;6468319.52;5.681;5;21248;26368;16896;52736;36357.0;Не определено
691362.02;6468319.51;3.989;5;23808;28416;18688;55040;36357.0;Не определено
691361.03;6468319.41;2.826;5;21760;26880;17920;54272;30780.0;Не определено
691360.54;6468319.36;6.103;5;24064;29696;19968;56320;30780.0;Не определено
691360.63;6468319.36;6.947;5;18688;24320;15104;51200;30780.0;Не определено
691369.32;6468310.79;0.0;2;42240;39424;31232;47360;10582.0;Не определено
691369.23;6468311.98;0.0;2;48128;43264;35072;49664;10582.0;Не определено
691368.6;6468312.3;18.986;5;17664;17920;16640;24064;10582.0;Не определено
691369.29;6468312.76;18.653;5;42496;39168;30464;45568;10582.0;Не определено
691368.21;6468312.09;0.0;2;8960;12032;9472;18432;10582.0;Не определено
691368.93;6468312.56;0.0;2;44800;42496;35072;48384;10582.0;Не определено
691369.64;6468313.04;0.0;2;44032;42752;33024;53760;10582.0;Не определено
691368.74;6468313.6;25.979;5;32768;29440;24576;37888;1364.0;Не определено
691369.45;6468314.07;26.23;5;49920;45824;37376;53504;1364.0;Не определено
691369.77;6468314.29;21.746;5;35840;33024;24832;38656;1364.0;Не определено
691369.08;6468313.88;0.0;2;44032;40192;31744;46080;1364.0;Не определено
691369.81;6468314.37;0.0;2;35072;33024;23808;39168;1364.0;Не определено
691367.78;6468314.26;22.257;5;50176;46336;37888;51968;1364.0;Не определено
691368.43;6468314.68;22.162;5;34816;33024;26368;37888;1364.0;Не определено
691368.87;6468314.96;26.643;5;46848;43776;33536;47104;1364.0;Не определено
691369.57;6468315.43;26.233;5;47616;46592;35072;54528;1364.0;Не определено
691369.58;6468315.45;18.925;5;47616;46592;35072;54528;1364.0;Не определено
691367.79;6468314.31;0.0;2;50176;46336;37888;51968;1364.0;Не определено
691369.83;6468315.61;21.621;5;30720;34816;23296;48896;1364.0;Не определено
691368.44;6468314.74;0.0;2;34816;33024;26368;37888;1364.0;Не определено
691369.21;6468315.25;0.0;2;46592;43264;32512;49920;1364.0;Не определено
691369.9;6468315.7;0.0;2;30720;34816;23296;48896;1364.0;Не определено
691367.07;6468314.77;21.263;5;39680;37376;27392;43008;1364.0;Не определено
691367.81;6468315.26;21.567;5;43264;38656;32512;49152;1364.0;Не определено
691367.16;6468314.88;0.0;2;41984;38912;28672;45056;1364.0;Не определено
691367.91;6468315.38;0.0;2;43264;38656;32512;49152;1364.0;Не определено
691368.62;6468315.85;0.0;2;48640;46592;37120;51968;1364.0;Не определено
691369.32;6468316.32;0.0;2;44032;42752;32512;49152;1364.0;Не определено
691368.78;6468316.82;26.752;5;51712;49920;39168;54784;1364.0;Не определено
691369.51;6468317.32;26.847;5;37888;35840;26624;43520;1364.0;Не определено
691369.26;6468317.15;24.222;5;40704;38656;28672;45056;1364.0;Не определено
691367.64;6468316.12;0.0;2;49152;47872;37632;50688;1364.0;Не определено
691369.96;6468317.62;24.347;5;37632;33536;26880;42752;1364.0;Не определено
691368.33;6468316.58;0.0;2;45824;41984;32000;48640;1364.0;Не определено
691369.05;6468317.06;0.0;2;40704;39424;29184;46080;1364.0;Не определено
691369.79;6468317.55;0.0;2;42752;40448;33024;46080;1364.0;Не определено
691364.25;6468315.15;0.0;2;14592;14592;12032;20480;36357.0;Не определено
691364.4;6468315.25;1.57;5;16640;15616;14848;24576;36357.0;Не определено
691367.33;6468317.14;24.624;5;51200;47104;38400;50176;1364.0;Не определено
691368.13;6468317.66;25.498;5;41984;39936;29952;46080;1364.0;Не определено
691367.1;6468317.04;0.0;2;53248;48640;39424;54528;1364.0;Не определено
691367.81;6468317.5;0.0;2;40448;36352;27136;45568;1364.0;Не определено
691368.56;6468318.01;0.0;2;43264;40960;32512;45824;1364.0;Не определено
691369.27;6468318.47;0.0;2;32768;31232;27648;36096;1364.0;Не определено
691369.95;6468318.92;0.0;2;54528;53248;45824;57600;1364.0;Не определено
691362.88;6468315.73;7.429;5;27648;29952;17920;50944;36357.0;Не определено
691363.66;6468316.25;7.994;5;25344;29696;18176;52480;36357.0;Не определено
691364.23;6468316.62;6.781;5;15616;21504;9728;47104;36357.0;Не определено
691364.37;6468316.72;8.326;5;15616;21504;9728;47104;36357.0;Не определено
691364.53;6468316.83;2.329;5;23808;29440;17664;52736;36357.0;Не определено
691364.95;6468317.1;6.773;5;22528;28928;14848;52992;36357.0;Не определено
691365.02;6468317.16;0.0;2;22784;28928;15616;53760;36357.0;Не определено
691361.22;6468315.76;4.766;5;23040;27648;16896;52736;36357.0;Не определено
691361.5;6468315.94;7.662;5;22016;27904;16640;54784;36357.0;Не определено
691361.4;6468315.87;6.573;5;22016;27904;16640;54784;36357.0;Не определено
691362.29;6468316.47;8.232;5;23552;29696;16384;55552;36357.0;Не определено
691363.64;6468317.36;7.588;5;26624;33280;17664;56832;36357.0;Не определено
691363.93;6468317.56;3.356;5;26880;33536;16896;56064;36357.0;Не определено
691364.11;6468317.67;5.239;5;25344;30720;16128;55040;36357.0;Не определено
691364.34;6468317.82;7.592;5;26112;32000;18176;55296;36357.0;Не определено
691364.54;6468317.96;2.232;5;25344;30464;17920;54528;36357.0;Не определено
691362.59;6468317.59;7.124;5;21248;28416;12800;54528;36357.0;Не определено
691362.78;6468317.72;9.116;5;25088;32256;17152;57856;36357.0;Не определено
691363.21;6468318.01;6.239;5;24320;33024;17408;58112;36357.0;Не определено
691363.41;6468318.13;8.232;5;24832;33536;17920;57088;36357.0;Не определено
691363.81;6468318.41;5.187;5;16384;22272;11520;50176;36357.0;Не определено
691364.26;6468318.71;2.524;5;14080;20480;9728;47360;36357.0;Не определено
691364.47;6468318.84;4.724;5;19200;25856;13568;51200;36357.0;Не определено
691364.72;6468319.01;0.0;2;20992;27392;17408;50688;36357.0;Не определено
691364.95;6468319.16;2.435;5;19968;26112;17408;47360;36357.0;Не определено
691360.72;6468317.46;5.413;5;21248;28160;14592;53760;30780.0;Не определено
691360.93;6468317.59;7.49;5;19200;25600;14848;53248;30780.0;Не определено
691361.48;6468317.96;6.491;5;20992;26880;15616;55296;30780.0;Не определено
691362.28;6468318.48;7.09;5;21760;28672;14592;54528;36357.0;Не определено
691362.12;6468318.38;5.486;5;24832;31744;17664;58624;36357.0;Не определено
691363.42;6468319.25;4.466;5;19712;25600;14336;53248;36357.0;Не определено
691360.45;6468318.78;3.435;5;19968;25600;15616;53248;30780.0;Не определено
691361.12;6468319.22;2.78;5;22272;27392;17920;55040;30780.0;Не определено
691361.68;6468319.59;1.38;1;22784;27392;16640;52992;30780.0;Не определено
691361.54;6468319.51;0.0;2;21248;25856;15616;50944;30780.0;Не определено
691361.93;6468319.76;4.062;5;23808;28160;17408;53760;30780.0;Не определено
691361.79;6468319.67;2.541;5;23040;27136;17152;52736;30780.0;Не определено
691360.14;6468319.84;7.713;5;23552;29696;16896;56064;30780.0;Не определено
691374.17;6468310.27;0.0;2;30976;34048;24320;49664;1882.0;Не определено
691373.38;6468310.19;0.0;2;27648;29440;20992;45312;1882.0;Не определено
691372.52;6468310.11;0.0;2;28160;26880;19200;40192;1882.0;Не определено
691374.78;6468310.28;20.111;5;29952;32768;24064;49664;1882.0;Не определено
691374.36;6468310.24;24.052;5;29184;33024;22528;48384;1882.0;Не определено
691373.96;6468310.2;20.562;5;28928;30208;22016;49920;1882.0;Не определено
691371.66;6468310.02;0.0;2;19200;19968;17664;29184;1882.0;Не определено
691373.65;6468310.16;24.779;5;15360;16384;9472;33024;1882.0;Не определено
691372.86;6468310.09;25.733;5;33792;33536;25856;47360;1882.0;Не определено
691372.53;6468310.06;22.861;5;28160;26880;19200;40192;1882.0;Не определено
691372.11;6468310.01;26.274;5;11776;12032;9984;19456;1882.0;Не определено
691374.46;6468311.41;0.0;2;31488;34304;23296;51200;1882.0;Не определено
691373.55;6468311.32;0.0;2;29952;32000;22528;50944;1882.0;Не определено
691372.77;6468311.24;0.0;2;32256;35072;24064;51712;1882.0;Не определено
691371.89;6468311.15;0.0;2;27904;32000;22016;49152;1882.0;Не определено
691374.14;6468311.33;20.09;5;31232;34304;24064;50176;1882.0;Не определено
691371.02;6468311.07;0.0;2;31744;35584;24576;49920;1882.0;Не определено
691372.47;6468311.17;20.1;5;30720;32768;22272;50432;1882.0;Не определено
691370.21;6468310.99;0.0;2;39168;38144;26112;42496;1882.0;Не определено
691372.97;6468311.21;24.579;5;30208;32256;22272;49152;1882.0;Не определено
691371.88;6468311.1;22.823;5;27904;32000;22016;49152;1882.0;Не определено
691370.97;6468311.02;21.702;5;33024;36096;25856;48640;1882.0;Не определено
691378.9;6468312.88;0.0;2;43264;41728;33536;47872;1490.0;Не определено
691377.21;6468312.72;0.0;2;45056;41984;32256;48128;3805.0;Не определено
691376.34;6468312.63;0.0;2;38656;36864;26112;42496;3805.0;Не определено
691375.54;6468312.56;0.0;2;28160;32000;20992;47616;3805.0;Не определено
691373.83;6468312.4;0.0;2;28672;32512;21504;51456;1534.0;Не определено
691372.99;6468312.32;0.0;2;30464;33536;23296;50944;1534.0;Не определено
691371.31;6468312.15;0.0;2;31488;34816;23552;49920;1534.0;Не определено
691372.87;6468312.26;21.716;5;30464;33536;23296;50944;1534.0;Не определено
691379.34;6468313.87;0.0;2;32512;29952;23552;36352;1490.0;Не определено
691378.47;6468313.78;0.0;2;41728;39168;30208;46592;1490.0;Не определено
691377.68;6468313.7;0.0;2;41728;40192;30976;44032;3805.0;Не определено
691376.81;6468313.62;0.0;2;41216;36864;29696;47104;3805.0;Не определено
691379.12;6468313.82;21.342;5;36608;33792;26112;41728;1490.0;Не определено
691379.39;6468313.84;23.76;5;32512;29952;23552;36352;1490.0;Не определено
691378.58;6468313.76;24.024;5;41728;39168;30208;46592;1490.0;Не определено
691378.68;6468313.77;24.912;5;42752;39424;31232;48128;1490.0;Не определено
691377.55;6468313.67;21.873;5;45056;43008;33792;49152;3805.0;Не определено
691377.9;6468313.69;25.173;5;39168;38144;28672;43008;3805.0;Не определено
691376.18;6468313.53;17.196;5;44032;40448;30976;44800;1490.0;Не определено
691374.27;6468313.38;0.0;2;28160;32768;22016;49920;1541.0;Не определено
691372.63;6468313.22;0.0;2;30208;33536;21760;50432;1534.0;Не определено
691372.83;6468313.23;1.77;5;32512;34816;22784;50944;1534.0;Не определено
691372.97;6468313.25;3.097;1;32512;34816;22784;50944;1534.0;Не определено
691371.77;6468313.13;0.0;2;28416;31488;21248;51200;1534.0;Не определено
691371.86;6468313.09;23.083;5;26880;30976;19456;50688;1534.0;Не определено
691379.74;6468315.06;0.0;2;37632;32512;25600;43008;1490.0;Не определено
691378.92;6468314.97;0.0;2;23808;22528;17664;33536;1490.0;Не определено
691378.09;6468314.89;0.0;2;23552;19712;13824;32768;1490.0;Не определено
691377.24;6468314.81;0.0;2;37888;37120;32256;47360;1490.0;Не определено
691379.83;6468315.03;24.099;5;41472;36096;28672;48128;1490.0;Не определено
691379.22;6468314.96;25.377;5;26880;24320;17920;37120;1490.0;Не определено
691378.49;6468314.89;26.363;5;24320;22528;17920;34304;1490.0;Не определено
691377.69;6468314.82;26.885;5;22016;17408;12288;34304;1490.0;Не определено
691377.52;6468314.8;25.407;5;22528;21504;14592;28160;1490.0;Не определено
691375.88;6468314.65;17.702;5;43264;39424;29440;46848;1541.0;Не определено
691373.93;6468314.5;0.0;2;29696;32000;20992;48384;1541.0;Не определено
691376.71;6468314.73;25.202;5;31488;30464;20992;37888;1490.0;Не определено
691376.58;6468314.72;24.112;5;36096;35328;24320;42240;1490.0;Не определено
691372.25;6468314.33;0.0;2;28928;30464;20736;50688;1534.0;Не определено
691371.42;6468314.25;0.0;2;32256;35584;24320;52224;1534.0;Не определено
691370.51;6468314.16;0.0;2;40192;40448;29696;49920;1534.0;Не определено
691378.84;6468316.17;0.0;2;35328;31488;23552;42240;1490.0;Не определено
691378.04;6468316.09;0.0;2;39424;35584;27136;47616;1490.0;Не определено
691377.2;6468316.01;0.0;2;47104;43520;33536;53504;1490.0;Не определено
691379.05;6468316.14;24.818;5;35840;31488;24320;43264;1490.0;Не определено
691378.29;6468316.08;25.141;5;38400;34304;25600;46080;1490.0;Не определено
691376.86;6468315.94;20.093;5;41728;37376;29696;47104;1490.0;Не определено
691374.66;6468315.76;0.0;2;34048;32512;24320;46848;1541.0;Не определено
691377.51;6468316.0;26.0;5;29952;27648;19200;34048;1490.0;Не определено
691377.42;6468315.99;25.133;5;29952;27648;19200;34048;1490.0;Не определено
691375.73;6468315.83;17.37;5;41728;36352;28928;49152;1541.0;Не определено
691373.82;6468315.68;0.0;2;23808;27904;18432;45568;1541.0;Не определено
691376.02;6468315.85;20.024;5;43008;36608;28672;50176;1490.0;Не определено
691372.99;6468315.6;0.0;2;32768;34816;24832;49920;1791.0;Не определено
691372.12;6468315.52;0.0;2;31744;35072;23808;52992;1791.0;Не определено
691374.92;6468315.74;25.27;5;33024;31232;24064;44032;1541.0;Не определено
691371.33;6468315.44;0.0;2;28416;32512;20992;51200;1534.0;Не определено
691374.27;6468315.67;26.548;5;27392;29952;20992;46592;1541.0;Не определено
691370.44;6468315.35;0.0;2;32000;36096;23552;51456;1364.0;Не определено
691372.26;6468315.48;23.747;5;33280;36608;24832;52480;1534.0;Не определено
691371.73;6468315.42;26.263;5;27904;31232;19968;50944;1534.0;Не определено
691378.56;6468316.96;0.0;2;37376;33280;27392;43008;1490.0;Не определено
691377.73;6468316.88;0.0;2;15616;13056;9984;22784;1490.0;Не определено
691376.85;6468316.8;0.0;2;29952;26112;20736;38656;1490.0;Не определено
691376.06;6468316.72;0.0;2;28928;25856;19200;36096;1490.0;Не определено
691375.21;6468316.64;0.0;2;17408;14336;10240;24320;1541.0;Не определено
691377.37;6468316.83;19.751;5;51200;44288;32768;59648;1490.0;Не определено
691374.33;6468316.55;0.0;2;21504;22016;16384;38144;1415.0;Не определено
691373.55;6468316.48;0.0;2;24576;27904;20224;44544;1541.0;Не определено
